time,point_01
0.0,37.6666666667
0.0333299847809,37.6666666667
0.0666599695617,36.6666666667
0.0999899543426,36.6666666667
0.133319939123,36.6666666667
0.166649923904,36.6666666667
0.199979908685,36.6666666667
0.233309893466,36.6666666667
0.266639878247,36.6666666667
0.299969863028,36.6666666667
0.333299847809,36.6666666667
0.366629832589,36.6666666667
0.39995981737,36.6666666667
0.433289802151,36.6666666667
0.466619786932,36.6666666667
0.499949771713,36.6666666667
0.533279756494,36.0
0.566609741275,37.6666666667
0.599939726056,37.6666666667
0.633269710836,37.6666666667
0.666599695617,37.6666666667
0.699929680398,36.6666666667
0.733259665179,36.6666666667
0.76658964996,36.6666666667
0.799919634741,35.6666666667
0.833249619522,36.0
0.866579604302,36.0
0.899909589083,36.0
0.933239573864,36.0
0.966569558645,36.0
0.999899543426,37.0
1.03322952821,36.0
1.06655951299,36.6666666667
1.09988949777,36.0
1.13321948255,36.0
1.16654946733,35.6666666667
1.19987945211,38.0
1.23320943689,38.3333333333
1.26653942167,38.3333333333
1.29986940645,36.6666666667
1.33319939123,38.3333333333
1.36652937602,38.3333333333
1.3998593608,37.6666666667
1.43318934558,37.0
1.46651933036,37.0
1.49984931514,36.6666666667
1.53317929992,36.3333333333
1.5665092847,36.3333333333
1.59983926948,37.0
1.63316925426,36.6666666667
1.66649923904,37.0
1.69982922382,36.6666666667
1.7331592086,37.3333333333
1.76648919339,38.3333333333
1.79981917817,36.0
1.83314916295,35.3333333333
1.86647914773,37.3333333333
1.89980913251,37.0
1.93313911729,37.3333333333
1.96646910207,38.0
1.99979908685,36.6666666667
2.03312907163,36.6666666667
2.06645905641,37.0
2.09978904119,37.0
2.13311902598,37.0
2.16644901076,37.0
2.19977899554,37.0
2.23310898032,37.0
2.2664389651,37.0
2.29976894988,37.0
2.33309893466,37.0
2.36642891944,37.0
2.39975890422,36.3333333333
2.433088889,35.6666666667
2.46641887378,35.6666666667
2.49974885856,37.6666666667
2.53307884335,37.6666666667
2.56640882813,36.6666666667
2.59973881291,36.0
2.63306879769,35.6666666667
2.66639878247,36.0
2.69972876725,37.0
2.73305875203,36.3333333333
2.76638873681,37.0
2.79971872159,37.0
2.83304870637,37.6666666667
2.86637869115,38.3333333333
2.89970867594,38.3333333333
2.93303866072,38.3333333333
2.9663686455,38.3333333333
2.99969863028,36.0
3.03302861506,40.6666666667
3.06635859984,37.0
3.09968858462,37.0
3.1330185694,36.0
3.16634855418,36.0
3.19967853896,37.6666666667
3.23300852374,37.0
3.26633850852,36.0
3.29966849331,35.3333333333
3.33299847809,34.3333333333
3.36632846287,35.6666666667
3.39965844765,36.3333333333
3.43298843243,35.6666666667
3.46631841721,34.6666666667
3.49964840199,36.3333333333
3.53297838677,37.0
3.56630837155,37.0
3.59963835633,37.6666666667
3.63296834111,38.3333333333
3.66629832589,38.3333333333
3.69962831068,38.3333333333
3.73295829546,37.6666666667
3.76628828024,36.6666666667
3.79961826502,40.6666666667
3.8329482498,40.3333333333
3.86627823458,39.0
3.89960821936,39.0
3.93293820414,37.6666666667
3.96626818892,37.6666666667
3.9995981737,37.0
4.03292815848,36.0
4.06625814327,37.0
4.09958812805,37.0
4.13291811283,36.6666666667
4.16624809761,37.6666666667
4.19957808239,37.6666666667
4.23290806717,37.6666666667
4.26623805195,36.0
4.29956803673,35.6666666667
4.33289802151,37.0
4.36622800629,37.0
4.39955799107,36.6666666667
4.43288797585,36.0
4.46621796064,36.3333333333
4.49954794542,37.0
4.5328779302,36.6666666667
4.56620791498,36.0
4.59953789976,36.0
4.63286788454,36.6666666667
4.66619786932,35.6666666667
4.6995278541,37.6666666667
4.73285783888,37.6666666667
4.76618782366,36.6666666667
4.79951780844,37.6666666667
4.83284779323,37.0
4.86617777801,37.0
4.89950776279,37.6666666667
4.93283774757,37.6666666667
4.96616773235,37.0
4.99949771713,35.6666666667
5.03282770191,36.0
5.06615768669,37.0
5.09948767147,36.6666666667
5.13281765625,36.6666666667
5.16614764103,36.0
5.19947762581,37.6666666667
5.2328076106,39.3333333333
5.26613759538,39.0
5.29946758016,39.6666666667
5.33279756494,37.0
5.36612754972,36.6666666667
5.3994575345,36.0
5.43278751928,37.0
5.46611750406,37.0
5.49944748884,36.6666666667
5.53277747362,36.0
5.5661074584,36.0
5.59943744318,37.6666666667
5.63276742797,37.6666666667
5.66609741275,37.0
5.69942739753,38.6666666667
5.73275738231,36.0
5.76608736709,37.0
5.79941735187,35.6666666667
5.83274733665,35.6666666667
5.86607732143,37.0
5.89940730621,36.3333333333
5.93273729099,35.0
5.96606727577,37.0
5.99939726056,37.0
6.03272724534,37.0
6.06605723012,36.0
6.0993872149,36.0
6.13271719968,37.6666666667
6.16604718446,36.0
6.19937716924,37.0
6.23270715402,37.6666666667
6.2660371388,37.0
6.29936712358,36.0
6.33269710836,36.6666666667
6.36602709314,36.6666666667
6.39935707793,37.6666666667
6.43268706271,37.6666666667
6.46601704749,37.6666666667
6.49934703227,37.6666666667
6.53267701705,34.6666666667
6.56600700183,35.0
6.59933698661,35.0
6.63266697139,37.0
6.66599695617,37.0
6.69932694095,37.0
6.73265692573,37.0
6.76598691052,37.0
6.7993168953,38.6666666667
6.83264688008,39.0
6.86597686486,39.6666666667
6.89930684964,36.6666666667
6.93263683442,37.0
6.9659668192,37.0
6.99929680398,36.6666666667
7.03262678876,36.0
7.06595677354,37.0
7.09928675832,36.6666666667
7.1326167431,36.6666666667
7.16594672789,36.0
7.19927671267,35.6666666667
7.23260669745,36.0
7.26593668223,35.6666666667
7.29926666701,36.6666666667
7.33259665179,37.0
7.36592663657,36.6666666667
7.39925662135,39.0
7.43258660613,39.6666666667
7.46591659091,39.6666666667
7.49924657569,39.3333333333
7.53257656047,37.3333333333
7.56590654526,36.6666666667
7.59923653004,37.0
7.63256651482,37.0
7.6658964996,36.6666666667
7.69922648438,37.6666666667
7.73255646916,36.6666666667
7.76588645394,36.0
7.79921643872,35.6666666667
7.8325464235,35.6666666667
7.86587640828,36.0
7.89920639306,37.0
7.93253637785,37.0
7.96586636263,36.6666666667
7.99919634741,39.3333333333
8.03252633219,38.6666666667
8.06585631697,40.3333333333
8.09918630175,42.3333333333
8.13251628653,42.3333333333
8.16584627131,41.0
8.19917625609,40.3333333333
8.23250624087,40.3333333333
8.26583622565,39.6666666667
8.29916621043,40.6666666667
8.33249619522,39.6666666667
8.36582618,37.6666666667
8.39915616478,39.3333333333
8.43248614956,39.3333333333
8.46581613434,39.3333333333
8.49914611912,39.3333333333
8.5324761039,40.3333333333
8.56580608868,42.3333333333
8.59913607346,42.0
8.63246605824,41.3333333333
8.66579604302,41.3333333333
8.69912602781,42.3333333333
8.73245601259,43.0
8.76578599737,43.3333333333
8.79911598215,42.0
8.83244596693,40.6666666667
8.86577595171,36.6666666667
8.89910593649,35.0
8.93243592127,37.0
8.96576590605,36.6666666667
8.99909589083,36.6666666667
9.03242587561,35.0
9.06575586039,36.0
9.09908584518,35.0
9.13241582996,36.6666666667
9.16574581474,36.6666666667
9.19907579952,36.6666666667
9.2324057843,35.0
9.26573576908,36.6666666667
9.29906575386,37.6666666667
9.33239573864,38.3333333333
9.36572572342,37.3333333333
9.3990557082,36.6666666667
9.43238569298,36.0
9.46571567776,36.3333333333
9.49904566255,39.0
9.53237564733,37.0
9.56570563211,37.6666666667
9.59903561689,37.6666666667
9.63236560167,37.0
9.66569558645,36.0
9.69902557123,36.0
9.73235555601,35.0
9.76568554079,35.0
9.79901552557,34.6666666667
9.83234551035,33.6666666667
9.86567549514,35.6666666667
9.89900547992,34.6666666667
9.9323354647,34.6666666667
9.96566544948,34.6666666667
9.99899543426,34.6666666667
10.032325419,34.6666666667
10.0656554038,36.0
10.0989853886,36.0
10.1323153734,35.0
10.1656453582,35.0
10.1989753429,35.0
10.2323053277,35.0
10.2656353125,36.0
10.2989652973,36.0
10.3322952821,37.6666666667
10.3656252668,36.0
10.3989552516,37.0
10.4322852364,36.0
10.4656152212,34.6666666667
10.498945206,33.0
10.5322751908,34.0
10.5656051755,34.6666666667
10.5989351603,34.6666666667
10.6322651451,34.0
10.6655951299,35.0
10.6989251147,33.0
10.7322550994,32.6666666667
10.7655850842,34.6666666667
10.798915069,34.0
10.8322450538,34.6666666667
10.8655750386,34.0
10.8989050233,35.0
10.9322350081,35.0
10.9655649929,35.0
10.9988949777,36.0
11.0322249625,35.6666666667
11.0655549472,36.0
11.098884932,35.0
11.1322149168,35.0
11.1655449016,34.0
11.1988748864,35.0
11.2322048712,36.6666666667
11.2655348559,36.0
11.2988648407,36.0
11.3321948255,34.0
11.3655248103,34.0
11.3988547951,34.6666666667
11.4321847798,36.0
11.4655147646,35.0
11.4988447494,35.6666666667
11.5321747342,35.0
11.565504719,34.6666666667
11.5988347037,35.0
11.6321646885,35.0
11.6654946733,34.6666666667
11.6988246581,33.6666666667
11.7321546429,34.6666666667
11.7654846276,34.6666666667
11.7988146124,34.3333333333
11.8321445972,34.6666666667
11.865474582,35.3333333333
11.8988045668,35.6666666667
11.9321345515,34.6666666667
11.9654645363,34.6666666667
11.9987945211,36.6666666667
12.0321245059,36.0
12.0654544907,34.3333333333
12.0987844755,35.0
12.1321144602,35.0
12.165444445,35.0
12.1987744298,35.0
12.2321044146,35.6666666667
12.2654343994,35.6666666667
12.2987643841,34.6666666667
12.3320943689,34.0
12.3654243537,33.0
12.3987543385,33.0
12.4320843233,32.6666666667
12.465414308,34.6666666667
12.4987442928,35.0
12.5320742776,35.0
12.5654042624,34.6666666667
12.5987342472,34.6666666667
12.6320642319,34.0
12.6653942167,34.0
12.6987242015,33.6666666667
12.7320541863,35.0
12.7653841711,35.0
12.7987141559,34.6666666667
12.8320441406,34.0
12.8653741254,35.6666666667
12.8987041102,34.6666666667
12.932034095,34.6666666667
12.9653640798,35.0
12.9986940645,34.6666666667
13.0320240493,35.0
13.0653540341,34.6666666667
13.0986840189,34.0
13.1320140037,34.0
13.1653439884,34.3333333333
13.1986739732,34.6666666667
13.232003958,34.6666666667
13.2653339428,34.6666666667
13.2986639276,33.3333333333
13.3319939123,34.0
13.3653238971,32.6666666667
13.3986538819,32.0
13.4319838667,32.6666666667
13.4653138515,32.0
13.4986438362,32.6666666667
13.531973821,33.0
13.5653038058,32.6666666667
13.5986337906,35.0
13.6319637754,35.0
13.6652937602,35.0
13.6986237449,35.0
13.7319537297,33.6666666667
13.7652837145,35.0
13.7986136993,34.0
13.8319436841,34.0
13.8652736688,34.6666666667
13.8986036536,34.0
13.9319336384,34.6666666667
13.9652636232,34.0
13.998593608,34.0
14.0319235927,32.6666666667
14.0652535775,33.6666666667
14.0985835623,32.6666666667
14.1319135471,32.0
14.1652435319,33.0
14.1985735166,32.6666666667
14.2319035014,34.6666666667
14.2652334862,35.6666666667
14.298563471,35.6666666667
14.3318934558,34.6666666667
14.3652234406,34.0
14.3985534253,35.0
14.4318834101,34.6666666667
14.4652133949,36.3333333333
14.4985433797,34.6666666667
14.5318733645,32.6666666667
14.5652033492,35.0
14.598533334,34.0
14.6318633188,34.6666666667
14.6651933036,30.0
14.6985232884,32.0
14.7318532731,33.0
14.7651832579,31.0
14.7985132427,31.6666666667
14.8318432275,31.6666666667
14.8651732123,33.0
14.898503197,33.6666666667
14.9318331818,35.0
14.9651631666,34.6666666667
14.9984931514,34.6666666667
15.0318231362,34.6666666667
15.0651531209,35.0
15.0984831057,35.0
15.1318130905,35.3333333333
15.1651430753,34.6666666667
15.1984730601,34.6666666667
15.2318030449,34.6666666667
15.2651330296,33.6666666667
15.2984630144,34.3333333333
15.3317929992,34.3333333333
15.365122984,34.6666666667
15.3984529688,33.6666666667
15.4317829535,32.6666666667
15.4651129383,34.6666666667
15.4984429231,34.0
15.5317729079,31.6666666667
15.5651028927,32.6666666667
15.5984328774,32.0
15.6317628622,32.0
15.665092847,30.6666666667
15.6984228318,29.6666666667
15.7317528166,31.6666666667
15.7650828013,32.0
15.7984127861,32.0
15.8317427709,33.6666666667
15.8650727557,31.0
15.8984027405,31.0
15.9317327253,28.0
15.96506271,28.6666666667
15.9983926948,29.0
16.0317226796,29.0
16.0650526644,29.3333333333
16.0983826492,32.3333333333
16.1317126339,32.6666666667
16.1650426187,29.6666666667
16.1983726035,26.6666666667
16.2317025883,22.0
16.2650325731,19.0
16.2983625578,13.6666666667
16.3316925426,13.6666666667
16.3650225274,13.3333333333
16.3983525122,14.0
16.431682497,21.0
16.4650124817,25.0
16.4983424665,27.6666666667
16.5316724513,27.0
16.5650024361,27.6666666667
16.5983324209,28.0
16.6316624057,26.6666666667
16.6649923904,28.6666666667
16.6983223752,29.0
16.73165236,26.0
16.7649823448,22.3333333333
16.7983123296,19.6666666667
16.8316423143,14.3333333333
16.8649722991,13.3333333333
16.8983022839,11.6666666667
16.9316322687,11.6666666667
16.9649622535,12.0
16.9982922382,12.3333333333
17.031622223,16.6666666667
17.0649522078,19.3333333333
17.0982821926,21.0
