time,p1
16.666173903458255,14.0
16.69950625126517,14.0
16.732838599072085,15.0
16.766170946879,16.333333333333332
16.799503294685916,21.333333333333332
16.83283564249283,22.0
16.866167990299747,37.666666666666664
16.899500338106662,63.333333333333336
16.932832685913578,81.33333333333333
16.966165033720493,26.333333333333332
16.99949738152741,13.333333333333334
17.032829729334324,12.0
17.06616207714124,12.0
17.099494424948155,12.0
17.13282677275507,12.0
17.166159120561986,13.0
17.1994914683689,13.0
17.232823816175816,14.333333333333334
17.266156163982732,14.333333333333334
17.299488511789647,13.333333333333334
17.332820859596563,14.333333333333334
17.366153207403478,16.0
17.399485555210394,15.0
17.43281790301731,18.0
17.466150250824224,18.0
17.49948259863114,24.333333333333332
17.532814946438055,24.666666666666668
17.56614729424497,26.666666666666668
17.599479642051886,26.666666666666668
17.6328119898588,24.333333333333332
17.666144337665717,22.666666666666668
17.699476685472632,24.0
17.732809033279548,24.333333333333332
17.766141381086463,24.0
17.79947372889338,24.0
17.832806076700294,27.333333333333332
17.86613842450721,21.666666666666668
17.899470772314125,18.666666666666668
17.93280312012104,18.666666666666668
17.966135467927955,18.666666666666668
17.99946781573487,17.333333333333332
18.032800163541786,15.333333333333334
18.0661325113487,14.333333333333334
18.099464859155617,13.333333333333334
18.132797206962532,13.0
18.166129554769448,16.0
18.199461902576363,18.333333333333332
18.23279425038328,19.666666666666668
18.266126598190194,32.333333333333336
18.29945894599711,62.333333333333336
18.332791293804025,73.33333333333333
18.36612364161094,24.333333333333332
18.399455989417856,11.0
18.43278833722477,13.0
18.466120685031687,13.0
18.499453032838602,11.0
18.532785380645517,11.0
18.566117728452433,12.0
18.599450076259348,15.0
18.632782424066264,17.0
18.66611477187318,14.0
18.699447119680094,15.0
18.73277946748701,15.0
18.766111815293925,14.0
18.79944416310084,19.0
18.832776510907756,14.333333333333334
18.86610885871467,16.333333333333332
18.899441206521587,18.333333333333332
18.932773554328502,21.666666666666668
18.966105902135418,24.0
18.999438249942333,27.333333333333332
19.03277059774925,24.666666666666668
19.066102945556164,24.666666666666668
19.09943529336308,24.333333333333332
19.132767641169995,22.666666666666668
19.16609998897691,23.333333333333332
19.199432336783826,21.666666666666668
19.23276468459074,22.333333333333332
19.266097032397656,20.333333333333332
19.29942938020457,20.333333333333332
19.332761728011487,14.666666666666666
19.366094075818403,14.666666666666666
19.399426423625318,14.666666666666666
19.432758771432233,14.333333333333334
19.46609111923915,13.333333333333334
19.499423467046064,12.333333333333334
19.53275581485298,15.0
19.566088162659895,15.0
19.59942051046681,16.333333333333332
19.632752858273726,20.666666666666668
19.66608520608064,33.0
19.699417553887557,60.0
19.732749901694472,73.33333333333333
19.766082249501387,30.333333333333332
19.799414597308303,11.333333333333334
19.83274694511522,11.333333333333334
19.866079292922134,13.333333333333334
19.89941164072905,10.333333333333334
19.932743988535965,10.333333333333334
19.96607633634288,10.333333333333334
19.999408684149795,11.0
20.03274103195671,14.333333333333334
20.066073379763626,16.0
20.09940572757054,16.0
20.132738075377457,16.0
20.166070423184372,21.0
20.199402770991288,18.0
20.232735118798203,16.0
