time,p4
16.666430558900416,20.333333333333332
16.69976342001822,21.333333333333332
16.73309628113602,39.666666666666664
16.766429142253823,35.666666666666664
16.799762003371626,28.666666666666668
16.83309486448943,22.666666666666668
16.86642772560723,25.0
16.899760586725034,16.666666666666668
16.933093447842836,28.0
16.96642630896064,21.333333333333332
16.99975917007844,23.666666666666668
17.033092031196244,29.333333333333332
17.066424892314046,28.0
17.09975775343185,58.0
17.13309061454965,64.0
17.166423475667454,13.666666666666666
17.199756336785256,17.0
17.23308919790306,23.333333333333332
17.26642205902086,41.666666666666664
17.299754920138664,21.333333333333332
17.333087781256467,34.0
17.36642064237427,26.333333333333332
17.39975350349207,30.333333333333332
17.433086364609874,21.666666666666668
17.466419225727677,20.333333333333332
17.49975208684548,21.333333333333332
17.53308494796328,14.333333333333334
17.566417809081084,11.333333333333334
17.599750670198887,15.666666666666666
17.63308353131669,19.333333333333332
17.666416392434492,24.0
17.699749253552294,25.666666666666668
17.733082114670097,61.333333333333336
17.7664149757879,43.666666666666664
17.799747836905702,46.0
17.833080698023505,20.666666666666668
17.866413559141307,9.666666666666666
17.89974642025911,10.0
17.933079281376912,9.0
17.966412142494715,12.0
17.999745003612517,17.333333333333332
18.03307786473032,18.666666666666668
18.066410725848122,19.333333333333332
18.099743586965925,20.333333333333332
18.133076448083727,26.666666666666668
18.16640930920153,26.666666666666668
18.199742170319333,27.666666666666668
18.233075031437135,17.0
18.266407892554938,25.666666666666668
18.29974075367274,21.666666666666668
18.333073614790543,44.666666666666664
18.366406475908345,19.333333333333332
18.399739337026148,20.333333333333332
18.43307219814395,78.66666666666667
18.466405059261753,24.333333333333332
18.499737920379555,77.33333333333333
18.533070781497358,78.33333333333333
18.56640364261516,15.666666666666666
18.599736503732963,18.0
18.633069364850765,23.333333333333332
18.666402225968568,33.666666666666664
18.69973508708637,22.0
18.733067948204173,25.666666666666668
18.766400809321976,25.0
18.799733670439778,20.666666666666668
18.83306653155758,25.0
18.866399392675383,22.666666666666668
18.899732253793186,23.0
18.93306511491099,22.0
18.96639797602879,15.0
18.999730837146593,11.0
19.033063698264396,24.333333333333332
19.0663965593822,25.333333333333332
19.0997294205,30.666666666666668
19.133062281617804,55.333333333333336
19.166395142735606,42.0
19.19972800385341,31.666666666666668
19.23306086497121,32.333333333333336
19.266393726089014,13.333333333333334
19.299726587206816,9.0
19.33305944832462,10.0
19.36639230944242,10.0
19.399725170560224,12.0
19.433058031678026,17.666666666666668
19.46639089279583,17.666666666666668
19.49972375391363,20.333333333333332
19.533056615031434,21.666666666666668
19.566389476149237,25.666666666666668
