time,p1
16.666430558900416,9.333333333333334
16.69976342001822,12.333333333333334
16.73309628113602,19.666666666666668
16.766429142253823,24.333333333333332
16.799762003371626,21.666666666666668
16.83309486448943,38.0
16.86642772560723,55.0
16.899760586725034,65.0
16.933093447842836,32.0
16.96642630896064,9.333333333333334
16.99975917007844,11.0
17.033092031196244,10.333333333333334
17.066424892314046,8.333333333333334
17.09975775343185,9.0
17.13309061454965,9.0
17.166423475667454,9.0
17.199756336785256,9.333333333333334
17.23308919790306,9.333333333333334
17.26642205902086,9.333333333333334
17.299754920138664,9.333333333333334
17.333087781256467,10.333333333333334
17.36642064237427,11.333333333333334
17.39975350349207,13.333333333333334
17.433086364609874,13.0
17.466419225727677,10.333333333333334
17.49975208684548,17.0
17.53308494796328,17.0
17.566417809081084,18.333333333333332
17.599750670198887,18.333333333333332
17.63308353131669,18.333333333333332
17.666416392434492,18.333333333333332
17.699749253552294,18.333333333333332
17.733082114670097,18.333333333333332
17.7664149757879,18.333333333333332
17.799747836905702,18.333333333333332
17.833080698023505,18.333333333333332
17.866413559141307,15.666666666666666
17.89974642025911,14.333333333333334
17.933079281376912,14.0
17.966412142494715,14.333333333333334
17.999745003612517,12.333333333333334
18.03307786473032,11.333333333333334
18.066410725848122,11.0
18.099743586965925,10.333333333333334
18.133076448083727,14.666666666666666
18.16640930920153,21.666666666666668
18.199742170319333,19.666666666666668
18.233075031437135,26.333333333333332
18.266407892554938,51.0
18.29974075367274,60.333333333333336
18.333073614790543,41.666666666666664
18.366406475908345,14.333333333333334
18.399739337026148,10.0
18.43307219814395,9.0
18.466405059261753,9.0
18.499737920379555,8.0
18.533070781497358,9.0
18.56640364261516,10.333333333333334
18.599736503732963,13.0
18.633069364850765,13.0
18.666402225968568,13.0
18.69973508708637,14.333333333333334
18.733067948204173,13.333333333333334
18.766400809321976,13.333333333333334
18.799733670439778,13.333333333333334
18.83306653155758,17.0
18.866399392675383,15.333333333333334
18.899732253793186,16.0
18.93306511491099,16.0
18.96639797602879,18.0
18.999730837146593,16.0
19.033063698264396,18.333333333333332
19.0663965593822,18.333333333333332
19.0997294205,17.333333333333332
19.133062281617804,16.333333333333332
19.166395142735606,16.333333333333332
19.19972800385341,18.0
19.23306086497121,16.0
19.266393726089014,15.0
19.299726587206816,11.333333333333334
19.33305944832462,17.0
19.36639230944242,11.333333333333334
19.399725170560224,8.333333333333334
19.433058031678026,9.0
19.46639089279583,9.0
19.49972375391363,10.333333333333334
19.533056615031434,8.666666666666666
19.566389476149237,27.333333333333332
19.59972233726704,20.666666666666668
19.63305519838484,21.333333333333332
19.666388059502644,43.333333333333336
19.699720920620447,61.0
19.73305378173825,36.666666666666664
19.76638664285605,9.333333333333334
19.799719503973854,9.333333333333334
19.833052365091657,9.333333333333334
19.86638522620946,10.333333333333334
19.899718087327262,8.333333333333334
19.933050948445064,9.333333333333334
19.966383809562867,9.333333333333334
19.99971667068067,12.0
20.033049531798472,14.0
20.066382392916275,13.333333333333334
20.099715254034077,14.333333333333334
20.13304811515188,11.333333333333334
20.166380976269682,13.333333333333334
20.199713837387485,11.333333333333334
20.233046698505287,11.0
20.26637955962309,10.0
20.299712420740892,11.0
20.333045281858695,13.333333333333334
20.366378142976497,17.333333333333332
20.3997110040943,17.333333333333332
20.433043865212102,17.333333333333332
20.466376726329905,18.0
20.499709587447708,18.333333333333332
20.53304244856551,16.333333333333332
20.566375309683313,17.0
20.599708170801115,16.666666666666668
20.633041031918918,17.666666666666668
20.66637389303672,13.333333333333334
20.699706754154523,11.333333333333334
20.733039615272325,11.0
20.766372476390128,11.0
20.79970533750793,12.0
20.833038198625733,11.0
20.866371059743535,10.333333333333334
20.899703920861338,11.333333333333334
20.93303678197914,10.666666666666666
20.966369643096943,26.666666666666668
20.999702504214746,24.0
21.033035365332548,28.333333333333332
21.06636822645035,50.0
21.099701087568153,66.0
21.133033948685956,44.333333333333336
21.16636680980376,15.0
21.19969967092156,8.333333333333334
21.233032532039363,9.333333333333334
21.266365393157166,10.333333333333334
21.29969825427497,10.0
21.33303111539277,10.0
21.366363976510574,11.333333333333334
21.399696837628376,11.0
21.43302969874618,13.333333333333334
21.46636255986398,14.333333333333334
21.499695420981784,14.333333333333334
21.533028282099586,14.333333333333334
21.56636114321739,15.0
21.59969400433519,12.0
21.633026865452994,15.333333333333334
21.666359726570796,14.0
21.6996925876886,12.333333333333334
21.7330254488064,15.333333333333334
21.766358309924204,14.0
21.799691171042006,15.0
21.83302403215981,16.333333333333332
21.86635689327761,18.333333333333332
21.899689754395414,17.333333333333332
21.933022615513217,17.333333333333332
21.96635547663102,19.0
21.99968833774882,21.0
22.033021198866624,15.333333333333334
22.066354059984427,11.333333333333334
22.09968692110223,9.0
22.133019782220032,10.0
22.166352643337834,10.333333333333334
22.199685504455637,9.333333333333334
22.23301836557344,9.333333333333334
22.266351226691242,9.0
22.299684087809045,10.0
22.333016948926847,10.666666666666666
22.36634981004465,21.0
22.399682671162452,23.333333333333332
22.433015532280255,22.666666666666668
22.466348393398057,35.333333333333336
22.49968125451586,63.0
22.533014115633662,44.666666666666664
22.566346976751465,14.0
22.599679837869267,9.0
22.63301269898707,10.0
22.666345560104872,11.0
22.699678421222675,10.0
22.733011282340478,9.0
22.76634414345828,11.0
22.799677004576083,16.0
22.833009865693885,16.0
22.866342726811688,15.333333333333334
22.89967558792949,11.0
22.933008449047293,11.0
22.966341310165095,11.0
22.999674171282898,18.0
23.0330070324007,15.333333333333334
23.066339893518503,14.0
23.099672754636305,11.333333333333334
23.133005615754108,11.333333333333334
23.16633847687191,14.333333333333334
23.199671337989713,16.333333333333332
23.233004199107516,17.333333333333332
23.266337060225318,17.666666666666668
23.29966992134312,18.333333333333332
23.333002782460923,20.333333333333332
23.366335643578726,19.666666666666668
23.39966850469653,20.333333333333332
23.43300136581433,17.333333333333332
23.466334226932133,11.0
23.499667088049936,9.0
23.53299994916774,9.0
23.56633281028554,10.333333333333334
23.599665671403343,9.666666666666666
23.632998532521146,14.333333333333334
23.66633139363895,11.333333333333334
23.69966425475675,8.333333333333334
23.732997115874554,19.0
23.766329976992356,23.666666666666668
23.79966283811016,21.0
23.83299569922796,19.0
23.866328560345764,31.0
23.899661421463566,57.333333333333336
23.93299428258137,33.666666666666664
23.96632714369917,15.0
23.999660004816974,8.333333333333334
24.032992865934776,10.0
24.06632572705258,13.0
24.09965858817038,10.333333333333334
24.132991449288184,9.333333333333334
24.166324310405987,8.333333333333334
24.19965717152379,10.0
24.23299003264159,15.333333333333334
24.266322893759394,15.333333333333334
24.299655754877197,13.333333333333334
24.332988615995,11.333333333333334
24.366321477112802,12.0
24.399654338230604,16.333333333333332
24.432987199348407,19.0
24.46632006046621,17.0
24.499652921584012,16.0
24.532985782701815,11.666666666666666
24.566318643819617,14.333333333333334
24.59965150493742,14.666666666666666
24.632984366055222,16.666666666666668
24.666317227173025,18.333333333333332
24.699650088290827,20.333333333333332
24.73298294940863,20.333333333333332
24.766315810526432,17.666666666666668
24.799648671644235,19.666666666666668
24.832981532762037,19.666666666666668
24.86631439387984,16.333333333333332
24.899647254997642,9.333333333333334
24.932980116115445,11.0
24.966312977233247,10.0
24.99964583835105,11.333333333333334
25.032978699468853,13.333333333333334
25.066311560586655,13.666666666666666
25.099644421704458,10.333333333333334
25.13297728282226,21.0
25.166310143940063,24.666666666666668
25.199643005057865,23.333333333333332
25.232975866175668,32.666666666666664
25.26630872729347,45.0
25.299641588411273,57.333333333333336
25.332974449529075,36.333333333333336
25.366307310646878,16.0
25.39964017176468,14.333333333333334
25.432973032882483,10.0
25.466305894000286,11.0
25.499638755118088,16.0
25.53297161623589,16.333333333333332
25.566304477353693,12.0
25.599637338471496,13.333333333333334
25.6329701995893,14.333333333333334
25.6663030607071,11.0
25.699635921824903,13.333333333333334
25.732968782942706,14.666666666666666
25.76630164406051,14.0
25.79963450517831,15.333333333333334
